Draw_Date,Day_of_Week,Month,Prize_1,Last_2,First_3,Last_3,Source_URL
2016-05-02,Monday,5,399459,02,"238,403","671,046",https://raw.githubusercontent.com/heart/Data-Set-Thai-Lotto/master/lotto.csv
2016-05-16,Monday,5,141737,98,"382,975","087,268",https://raw.githubusercontent.com/heart/Data-Set-Thai-Lotto/master/lotto.csv
2016-06-01,Wednesday,6,511825,14,"775,111","937,880",https://raw.githubusercontent.com/heart/Data-Set-Thai-Lotto/master/lotto.csv
2016-06-16,Thursday,6,073816,79,"804,251","749,321",https://raw.githubusercontent.com/heart/Data-Set-Thai-Lotto/master/lotto.csv
2016-07-01,Friday,7,082460,53,"169,609","173,302",https://raw.githubusercontent.com/heart/Data-Set-Thai-Lotto/master/lotto.csv
2016-07-16,Saturday,7,449764,55,"734,552","925,158",https://raw.githubusercontent.com/heart/Data-Set-Thai-Lotto/master/lotto.csv
2016-08-01,Monday,8,272932,57,"538,983","472,871",https://raw.githubusercontent.com/heart/Data-Set-Thai-Lotto/master/lotto.csv
2016-08-16,Tuesday,8,254004,33,"966,366","596,631",https://raw.githubusercontent.com/heart/Data-Set-Thai-Lotto/master/lotto.csv
2016-09-01,Thursday,9,638684,62,"334,335","630,669",https://raw.githubusercontent.com/heart/Data-Set-Thai-Lotto/master/lotto.csv
2016-09-16,Friday,9,240650,42,"583,493","043,160",https://raw.githubusercontent.com/heart/Data-Set-Thai-Lotto/master/lotto.csv
2016-10-01,Saturday,10,887102,33,"280,194","458,017",https://raw.githubusercontent.com/heart/Data-Set-Thai-Lotto/master/lotto.csv
2016-10-16,Sunday,10,571947,98,"692,885","032,587",https://raw.githubusercontent.com/heart/Data-Set-Thai-Lotto/master/lotto.csv
2016-11-01,Tuesday,11,785438,86,"976,824","752,038",https://raw.githubusercontent.com/heart/Data-Set-Thai-Lotto/master/lotto.csv
2016-11-16,Wednesday,11,858383,44,"682,040","570,558",https://raw.githubusercontent.com/heart/Data-Set-Thai-Lotto/master/lotto.csv
2016-12-01,Thursday,12,086069,77,"513,873","148,450",https://raw.githubusercontent.com/heart/Data-Set-Thai-Lotto/master/lotto.csv
2016-12-16,Friday,12,435286,35,"596,366","716,199",https://raw.githubusercontent.com/heart/Data-Set-Thai-Lotto/master/lotto.csv
2016-12-30,Friday,12,377712,46,"304,890","477,769",https://raw.githubusercontent.com/heart/Data-Set-Thai-Lotto/master/lotto.csv
2017-01-17,Tuesday,1,145157,25,"511,663","516,836",https://raw.githubusercontent.com/heart/Data-Set-Thai-Lotto/master/lotto.csv
2017-02-01,Wednesday,2,054672,42,"066,807","426,628",https://raw.githubusercontent.com/heart/Data-Set-Thai-Lotto/master/lotto.csv
2017-02-16,Thursday,2,229116,14,"128,464","375,953",https://raw.githubusercontent.com/heart/Data-Set-Thai-Lotto/master/lotto.csv
2017-03-01,Wednesday,3,978453,78,"450,560","052,577",https://raw.githubusercontent.com/heart/Data-Set-Thai-Lotto/master/lotto.csv
2017-03-16,Thursday,3,273863,92,"324,918","694,941",https://raw.githubusercontent.com/heart/Data-Set-Thai-Lotto/master/lotto.csv
2017-04-01,Saturday,4,392785,80,"020,057","500,709",https://raw.githubusercontent.com/heart/Data-Set-Thai-Lotto/master/lotto.csv
2017-04-16,Sunday,4,816729,40,"766,973","241,807",https://raw.githubusercontent.com/heart/Data-Set-Thai-Lotto/master/lotto.csv
2017-05-02,Tuesday,5,008656,35,"573,949","773,923",https://raw.githubusercontent.com/heart/Data-Set-Thai-Lotto/master/lotto.csv
2017-05-16,Tuesday,5,454891,53,"008,396","490,603",https://raw.githubusercontent.com/heart/Data-Set-Thai-Lotto/master/lotto.csv
2017-06-01,Thursday,6,053630,61,"121,218","581,881",https://raw.githubusercontent.com/heart/Data-Set-Thai-Lotto/master/lotto.csv
2017-06-16,Friday,6,943142,47,"626,878","740,373",https://raw.githubusercontent.com/heart/Data-Set-Thai-Lotto/master/lotto.csv
2017-07-01,Saturday,7,112360,26,"226,489","005,688",https://raw.githubusercontent.com/heart/Data-Set-Thai-Lotto/master/lotto.csv
2017-07-16,Sunday,7,820327,87,"584,835","390,823",https://raw.githubusercontent.com/heart/Data-Set-Thai-Lotto/master/lotto.csv
2017-08-01,Tuesday,8,756519,36,"061,386","787,989",https://raw.githubusercontent.com/heart/Data-Set-Thai-Lotto/master/lotto.csv
2017-08-16,Wednesday,8,715431,37,"115,302","253,945",https://raw.githubusercontent.com/heart/Data-Set-Thai-Lotto/master/lotto.csv
2017-09-01,Friday,9,143224,65,"345,679","195,278",https://raw.githubusercontent.com/heart/Data-Set-Thai-Lotto/master/lotto.csv
2017-09-16,Saturday,9,170143,71,"172,647","340,388",https://raw.githubusercontent.com/heart/Data-Set-Thai-Lotto/master/lotto.csv
2017-10-01,Sunday,10,880714,52,"611,726","462,952",https://raw.githubusercontent.com/heart/Data-Set-Thai-Lotto/master/lotto.csv
2017-10-16,Monday,10,413494,86,"180,971","128,287",https://raw.githubusercontent.com/heart/Data-Set-Thai-Lotto/master/lotto.csv
2017-11-01,Wednesday,11,533726,85,"165,425","485,036",https://raw.githubusercontent.com/heart/Data-Set-Thai-Lotto/master/lotto.csv
2017-11-16,Thursday,11,292391,98,"831,961","477,628",https://raw.githubusercontent.com/heart/Data-Set-Thai-Lotto/master/lotto.csv
2017-12-01,Friday,12,451005,33,"626,303","601,257",https://raw.githubusercontent.com/heart/Data-Set-Thai-Lotto/master/lotto.csv
2017-12-16,Saturday,12,955596,89,"616,836","290,938",https://raw.githubusercontent.com/heart/Data-Set-Thai-Lotto/master/lotto.csv
2017-12-30,Saturday,12,911234,98,"495,373","953,504",https://raw.githubusercontent.com/heart/Data-Set-Thai-Lotto/master/lotto.csv
2018-01-17,Wednesday,1,203823,50,"624,799","236,397",https://raw.githubusercontent.com/heart/Data-Set-Thai-Lotto/master/lotto.csv
2018-02-01,Thursday,2,026853,31,"106,947","181,519",https://raw.githubusercontent.com/heart/Data-Set-Thai-Lotto/master/lotto.csv
2018-02-16,Friday,2,309915,39,"007,388","230,748",https://raw.githubusercontent.com/heart/Data-Set-Thai-Lotto/master/lotto.csv
2018-03-02,Friday,3,759415,29,"318,870","589,723",https://raw.githubusercontent.com/heart/Data-Set-Thai-Lotto/master/lotto.csv
2018-03-16,Friday,3,218559,82,"064,720","205,489",https://raw.githubusercontent.com/heart/Data-Set-Thai-Lotto/master/lotto.csv
2018-04-01,Sunday,4,412073,85,"131,787","638,924",https://raw.githubusercontent.com/heart/Data-Set-Thai-Lotto/master/lotto.csv
2018-04-16,Monday,4,739229,60,"273,654","076,526",https://raw.githubusercontent.com/heart/Data-Set-Thai-Lotto/master/lotto.csv
2018-05-02,Wednesday,5,248038,85,"527,980","225,602",https://raw.githubusercontent.com/heart/Data-Set-Thai-Lotto/master/lotto.csv
2018-05-16,Wednesday,5,075629,20,"357,130","506,047",https://raw.githubusercontent.com/heart/Data-Set-Thai-Lotto/master/lotto.csv
2018-06-01,Friday,6,988117,95,"310,553","248,650",https://raw.githubusercontent.com/heart/Data-Set-Thai-Lotto/master/lotto.csv
2018-06-16,Saturday,6,223131,46,"432,507","132,868",https://raw.githubusercontent.com/heart/Data-Set-Thai-Lotto/master/lotto.csv
2018-07-01,Sunday,7,963623,83,"429,901","210,217",https://raw.githubusercontent.com/heart/Data-Set-Thai-Lotto/master/lotto.csv
2018-07-16,Monday,7,596324,27,"403,530","138,362",https://raw.githubusercontent.com/heart/Data-Set-Thai-Lotto/master/lotto.csv
2018-08-01,Wednesday,8,386602,78,"832,903","549,726",https://raw.githubusercontent.com/heart/Data-Set-Thai-Lotto/master/lotto.csv
2018-08-16,Thursday,8,586117,10,"670,340","815,591",https://raw.githubusercontent.com/heart/Data-Set-Thai-Lotto/master/lotto.csv
2018-09-01,Saturday,9,734510,26,"512,464","202,097",https://raw.githubusercontent.com/heart/Data-Set-Thai-Lotto/master/lotto.csv
2018-09-16,Sunday,9,149760,79,"323,539","155,297",https://raw.githubusercontent.com/heart/Data-Set-Thai-Lotto/master/lotto.csv
2018-10-01,Monday,10,452643,99,"726,594","810,561",https://raw.githubusercontent.com/heart/Data-Set-Thai-Lotto/master/lotto.csv
2018-10-16,Tuesday,10,200515,93,"186,392","192,212",https://raw.githubusercontent.com/heart/Data-Set-Thai-Lotto/master/lotto.csv
2018-11-01,Thursday,11,149840,58,"384,576","046,509",https://raw.githubusercontent.com/heart/Data-Set-Thai-Lotto/master/lotto.csv
2018-11-16,Friday,11,989903,16,"471,930","140,876",https://raw.githubusercontent.com/heart/Data-Set-Thai-Lotto/master/lotto.csv
2018-12-01,Saturday,12,021840,67,"045,307","561,988",https://raw.githubusercontent.com/heart/Data-Set-Thai-Lotto/master/lotto.csv
2018-12-16,Sunday,12,356564,62,"480,948","297,369",https://raw.githubusercontent.com/heart/Data-Set-Thai-Lotto/master/lotto.csv
2018-12-30,Sunday,12,735867,02,"031,913","701,884",https://raw.githubusercontent.com/heart/Data-Set-Thai-Lotto/master/lotto.csv
2019-01-17,Thursday,1,197079,65,"206,412","127,660",https://raw.githubusercontent.com/heart/Data-Set-Thai-Lotto/master/lotto.csv
2019-02-01,Friday,2,967134,04,"643,779","197,948",https://raw.githubusercontent.com/heart/Data-Set-Thai-Lotto/master/lotto.csv
2019-02-16,Saturday,2,074824,56,"881,910","612,879",https://raw.githubusercontent.com/heart/Data-Set-Thai-Lotto/master/lotto.csv
2019-03-01,Friday,3,345650,65,"137,999","830,837",https://raw.githubusercontent.com/heart/Data-Set-Thai-Lotto/master/lotto.csv
2019-03-16,Saturday,3,724628,64,"148,883","154,877",https://raw.githubusercontent.com/heart/Data-Set-Thai-Lotto/master/lotto.csv
2019-04-01,Monday,4,109767,52,"888,959","403,975",https://raw.githubusercontent.com/heart/Data-Set-Thai-Lotto/master/lotto.csv
2019-04-16,Tuesday,4,570331,23,"512,930","966,968",https://raw.githubusercontent.com/heart/Data-Set-Thai-Lotto/master/lotto.csv
2019-05-02,Thursday,5,061324,25,"043,476","374,699",https://raw.githubusercontent.com/heart/Data-Set-Thai-Lotto/master/lotto.csv
2019-05-16,Thursday,5,962526,71,"669,949","018,828",https://raw.githubusercontent.com/heart/Data-Set-Thai-Lotto/master/lotto.csv
2019-06-01,Saturday,6,516461,46,"589,713","215,560",https://raw.githubusercontent.com/heart/Data-Set-Thai-Lotto/master/lotto.csv
2019-06-16,Sunday,6,174055,29,"625,884","127,800",https://raw.githubusercontent.com/heart/Data-Set-Thai-Lotto/master/lotto.csv
2019-07-01,Monday,7,943647,86,"239,864","006,375",https://raw.githubusercontent.com/heart/Data-Set-Thai-Lotto/master/lotto.csv
2019-07-15,Monday,7,369765,88,"901,355","556,113",https://raw.githubusercontent.com/heart/Data-Set-Thai-Lotto/master/lotto.csv
2019-08-01,Thursday,8,387006,58,"135,983","562,795",https://raw.githubusercontent.com/heart/Data-Set-Thai-Lotto/master/lotto.csv
2019-08-16,Friday,8,775476,89,"149,912","563,580",https://raw.githubusercontent.com/heart/Data-Set-Thai-Lotto/master/lotto.csv
2019-09-01,Sunday,9,798787,20,"210,847","274,439",https://raw.githubusercontent.com/heart/Data-Set-Thai-Lotto/master/lotto.csv
2019-09-16,Monday,9,340388,85,"947,733","925,939",https://raw.githubusercontent.com/heart/Data-Set-Thai-Lotto/master/lotto.csv
2019-10-01,Tuesday,10,691197,59,"392,920","606,797",https://raw.githubusercontent.com/heart/Data-Set-Thai-Lotto/master/lotto.csv
2019-10-16,Wednesday,10,812564,15,"255,625","132,598",https://raw.githubusercontent.com/heart/Data-Set-Thai-Lotto/master/lotto.csv
2019-11-01,Friday,11,967375,79,"323,806","021,206",https://raw.githubusercontent.com/heart/Data-Set-Thai-Lotto/master/lotto.csv
2019-11-16,Saturday,11,017223,32,"164,640","085,194",https://raw.githubusercontent.com/heart/Data-Set-Thai-Lotto/master/lotto.csv
2019-12-01,Sunday,12,453522,81,"617,261","457,013",https://raw.githubusercontent.com/heart/Data-Set-Thai-Lotto/master/lotto.csv
2019-12-16,Monday,12,529924,97,"043,138","555,665",https://raw.githubusercontent.com/heart/Data-Set-Thai-Lotto/master/lotto.csv
2019-12-30,Monday,12,510541,81,"116,382","140,250",https://raw.githubusercontent.com/heart/Data-Set-Thai-Lotto/master/lotto.csv
2020-01-17,Friday,1,491774,68,"004,132","379,595",https://raw.githubusercontent.com/heart/Data-Set-Thai-Lotto/master/lotto.csv
2020-02-01,Saturday,2,589227,06,"259,552","375,927",https://raw.githubusercontent.com/heart/Data-Set-Thai-Lotto/master/lotto.csv
2020-02-16,Sunday,2,781403,94,"515,952","030,918",https://raw.githubusercontent.com/heart/Data-Set-Thai-Lotto/master/lotto.csv
2020-03-01,Sunday,3,875938,98,"294,328","597,780",https://raw.githubusercontent.com/heart/Data-Set-Thai-Lotto/master/lotto.csv
2020-03-16,Monday,3,503446,77,"258,726","404,661",https://raw.githubusercontent.com/heart/Data-Set-Thai-Lotto/master/lotto.csv
2020-04-01,Wednesday,4,051095,22,"285,430","191,364",https://raw.githubusercontent.com/heart/Data-Set-Thai-Lotto/master/lotto.csv
2020-05-16,Saturday,5,051095,22,"285,430","191,364",https://raw.githubusercontent.com/heart/Data-Set-Thai-Lotto/master/lotto.csv
2020-06-01,Monday,6,831567,24,"264,489","562,582",https://raw.githubusercontent.com/heart/Data-Set-Thai-Lotto/master/lotto.csv
2020-06-16,Tuesday,6,516967,64,"876,882","565,625",https://raw.githubusercontent.com/heart/Data-Set-Thai-Lotto/master/lotto.csv
2020-07-01,Wednesday,7,347258,83,"095,362","094,307",https://raw.githubusercontent.com/heart/Data-Set-Thai-Lotto/master/lotto.csv
2020-07-16,Thursday,7,873286,53,"510,533","682,494",https://raw.githubusercontent.com/heart/Data-Set-Thai-Lotto/master/lotto.csv
2020-08-01,Saturday,8,569391,92,"575,931","578,809",https://raw.githubusercontent.com/heart/Data-Set-Thai-Lotto/master/lotto.csv
2020-08-16,Sunday,8,945811,88,"712,614","364,733",https://raw.githubusercontent.com/heart/Data-Set-Thai-Lotto/master/lotto.csv
2020-09-01,Tuesday,9,999997,98,"636,725","342,957",https://raw.githubusercontent.com/heart/Data-Set-Thai-Lotto/master/lotto.csv
2020-09-16,Wednesday,9,244083,57,"127,220","623,853",https://raw.githubusercontent.com/heart/Data-Set-Thai-Lotto/master/lotto.csv
2020-10-01,Thursday,10,837893,59,"594,757","110,595",https://raw.githubusercontent.com/heart/Data-Set-Thai-Lotto/master/lotto.csv
2020-10-16,Friday,10,286051,38,"189,464","980,045",https://raw.githubusercontent.com/heart/Data-Set-Thai-Lotto/master/lotto.csv
2020-11-01,Sunday,11,506404,40,"154,598","062,245",https://raw.githubusercontent.com/heart/Data-Set-Thai-Lotto/master/lotto.csv
2020-11-16,Monday,11,972661,46,"368,741","208,255",https://raw.githubusercontent.com/heart/Data-Set-Thai-Lotto/master/lotto.csv
2020-12-01,Tuesday,12,100994,84,"093,776","834,984",https://raw.githubusercontent.com/heart/Data-Set-Thai-Lotto/master/lotto.csv
2020-12-16,Wednesday,12,201303,70,"377,828","072,517",https://raw.githubusercontent.com/heart/Data-Set-Thai-Lotto/master/lotto.csv
2020-12-30,Wednesday,12,803628,19,"336,804","321,924",https://raw.githubusercontent.com/heart/Data-Set-Thai-Lotto/master/lotto.csv
2021-01-17,Sunday,1,384395,15,"367,653","566,878",https://raw.githubusercontent.com/heart/Data-Set-Thai-Lotto/master/lotto.csv
2021-02-01,Monday,2,912307,97,"605,248","282,651",https://raw.githubusercontent.com/heart/Data-Set-Thai-Lotto/master/lotto.csv
2021-02-16,Tuesday,2,424603,39,"861,318","057,817",https://raw.githubusercontent.com/heart/Data-Set-Thai-Lotto/master/lotto.csv
2021-03-01,Monday,3,835538,73,"290,838","051,806",https://raw.githubusercontent.com/heart/Data-Set-Thai-Lotto/master/lotto.csv
2021-03-16,Tuesday,3,890422,19,"036,902","396,256",https://raw.githubusercontent.com/heart/Data-Set-Thai-Lotto/master/lotto.csv
2021-04-01,Thursday,4,472270,05,"755,283","393,577",https://raw.githubusercontent.com/heart/Data-Set-Thai-Lotto/master/lotto.csv
2021-04-16,Friday,4,100787,56,"013,143","264,478",https://raw.githubusercontent.com/heart/Data-Set-Thai-Lotto/master/lotto.csv
2021-05-02,Sunday,5,501272,18,"306,018","498,129",https://raw.githubusercontent.com/heart/Data-Set-Thai-Lotto/master/lotto.csv
2021-05-16,Sunday,5,684579,14,"615,843","276,970",https://raw.githubusercontent.com/heart/Data-Set-Thai-Lotto/master/lotto.csv
2021-06-01,Tuesday,6,292972,45,"620,193","978,723",https://raw.githubusercontent.com/heart/Data-Set-Thai-Lotto/master/lotto.csv
2021-06-16,Wednesday,6,691861,17,"054,007","447,668",https://raw.githubusercontent.com/heart/Data-Set-Thai-Lotto/master/lotto.csv
2021-07-01,Thursday,7,713517,29,"794,073","511,414",https://raw.githubusercontent.com/heart/Data-Set-Thai-Lotto/master/lotto.csv
2021-07-16,Friday,7,556725,70,"058,174","233,927",https://raw.githubusercontent.com/heart/Data-Set-Thai-Lotto/master/lotto.csv
2021-08-01,Sunday,8,910261,69,"103,307","004,785",https://raw.githubusercontent.com/heart/Data-Set-Thai-Lotto/master/lotto.csv
2021-08-16,Monday,8,046750,23,"421,666","160,355",https://raw.githubusercontent.com/heart/Data-Set-Thai-Lotto/master/lotto.csv
2021-09-01,Wednesday,9,114475,79,"278,302","123,458",https://raw.githubusercontent.com/heart/Data-Set-Thai-Lotto/master/lotto.csv
2021-09-16,Thursday,9,070935,90,"609,817","379,007",https://raw.githubusercontent.com/heart/Data-Set-Thai-Lotto/master/lotto.csv
2021-10-01,Friday,10,578171,83,"285,361","379,449",https://raw.githubusercontent.com/heart/Data-Set-Thai-Lotto/master/lotto.csv
2021-10-16,Saturday,10,386372,38,"602,964","295,798",https://raw.githubusercontent.com/heart/Data-Set-Thai-Lotto/master/lotto.csv
2021-11-01,Monday,11,045037,95,"247,458","331,755",https://raw.githubusercontent.com/heart/Data-Set-Thai-Lotto/master/lotto.csv
2021-11-16,Tuesday,11,032761,57,"648,471","844,245",https://raw.githubusercontent.com/heart/Data-Set-Thai-Lotto/master/lotto.csv
2021-12-01,Wednesday,12,077258,82,"739,740","401,485",https://raw.githubusercontent.com/heart/Data-Set-Thai-Lotto/master/lotto.csv
2021-12-16,Thursday,12,639235,83,"097,629","476,522",https://raw.githubusercontent.com/heart/Data-Set-Thai-Lotto/master/lotto.csv
2021-12-30,Thursday,12,819068,36,"591,979","419,547",https://raw.githubusercontent.com/heart/Data-Set-Thai-Lotto/master/lotto.csv
2022-01-17,Monday,1,880159,92,"731,786","119,529",https://raw.githubusercontent.com/heart/Data-Set-Thai-Lotto/master/lotto.csv
2022-02-01,Tuesday,2,944308,30,"942,061","509,485",https://raw.githubusercontent.com/heart/Data-Set-Thai-Lotto/master/lotto.csv
2022-02-17,Thursday,2,098597,57,"085,644","592,816",https://raw.githubusercontent.com/heart/Data-Set-Thai-Lotto/master/lotto.csv
2022-03-01,Tuesday,3,061905,07,"236,834","234,691",https://raw.githubusercontent.com/heart/Data-Set-Thai-Lotto/master/lotto.csv
2022-03-16,Wednesday,3,737867,03,"349,985","989,788",https://raw.githubusercontent.com/heart/Data-Set-Thai-Lotto/master/lotto.csv
2022-04-01,Friday,4,970618,10,"738,391","578,870",https://raw.githubusercontent.com/heart/Data-Set-Thai-Lotto/master/lotto.csv
2022-04-16,Saturday,4,395919,58,"289,859","413,508",https://raw.githubusercontent.com/heart/Data-Set-Thai-Lotto/master/lotto.csv
2022-05-02,Monday,5,658642,09,"778,518","041,325",https://raw.githubusercontent.com/heart/Data-Set-Thai-Lotto/master/lotto.csv
2022-05-16,Monday,5,155012,06,"247,736","236,540",https://raw.githubusercontent.com/heart/Data-Set-Thai-Lotto/master/lotto.csv
2022-06-01,Wednesday,6,319196,02,"679,817","213,652",https://raw.githubusercontent.com/heart/Data-Set-Thai-Lotto/master/lotto.csv
2022-06-16,Thursday,6,361807,92,"549,285","228,106",https://raw.githubusercontent.com/heart/Data-Set-Thai-Lotto/master/lotto.csv
2022-07-01,Friday,7,981417,61,"287,242","002,542",https://raw.githubusercontent.com/heart/Data-Set-Thai-Lotto/master/lotto.csv
2022-07-16,Saturday,7,620405,53,"159,834","061,279",https://raw.githubusercontent.com/heart/Data-Set-Thai-Lotto/master/lotto.csv
2022-08-01,Monday,8,436594,14,"893,266","447,282",https://raw.githubusercontent.com/heart/Data-Set-Thai-Lotto/master/lotto.csv
2022-08-16,Tuesday,8,331583,42,"271,300","284,876",https://raw.githubusercontent.com/heart/Data-Set-Thai-Lotto/master/lotto.csv
2022-09-01,Thursday,9,929332,83,"298,725","210,604",https://raw.githubusercontent.com/heart/Data-Set-Thai-Lotto/master/lotto.csv
2022-09-16,Friday,9,943703,75,"971,540","631,432",https://raw.githubusercontent.com/heart/Data-Set-Thai-Lotto/master/lotto.csv
2022-10-01,Saturday,10,484669,50,"206,996","194,278",https://raw.githubusercontent.com/heart/Data-Set-Thai-Lotto/master/lotto.csv
2022-10-16,Sunday,10,613106,15,"037,158","606,799",https://raw.githubusercontent.com/heart/Data-Set-Thai-Lotto/master/lotto.csv
2022-11-01,Tuesday,11,913106,70,"722,839","343,922",https://raw.githubusercontent.com/heart/Data-Set-Thai-Lotto/master/lotto.csv
2022-11-16,Wednesday,11,121789,64,"722,532","157,973",https://raw.githubusercontent.com/heart/Data-Set-Thai-Lotto/master/lotto.csv
2022-12-01,Thursday,12,375805,08,"170,786","409,421",https://raw.githubusercontent.com/heart/Data-Set-Thai-Lotto/master/lotto.csv
2022-12-16,Friday,12,845093,14,"912,411","855,593",https://raw.githubusercontent.com/heart/Data-Set-Thai-Lotto/master/lotto.csv
2022-12-30,Friday,12,157196,58,"007,522","250,425",https://raw.githubusercontent.com/heart/Data-Set-Thai-Lotto/master/lotto.csv
2023-01-17,Tuesday,1,812519,47,"389,443","564,849",https://raw.githubusercontent.com/heart/Data-Set-Thai-Lotto/master/lotto.csv
2023-02-01,Wednesday,2,297411,92,"181,789","101,664",https://raw.githubusercontent.com/heart/Data-Set-Thai-Lotto/master/lotto.csv
2023-02-16,Thursday,2,590417,80,"195,664","377,523",https://raw.githubusercontent.com/heart/Data-Set-Thai-Lotto/master/lotto.csv
2023-03-01,Wednesday,3,417652,55,"577,919","748,984",https://raw.githubusercontent.com/heart/Data-Set-Thai-Lotto/master/lotto.csv
2023-03-16,Thursday,3,025873,73,"420,800","355,544",https://raw.githubusercontent.com/heart/Data-Set-Thai-Lotto/master/lotto.csv
2023-04-01,Saturday,4,087907,99,"111,914","290,698",https://raw.githubusercontent.com/heart/Data-Set-Thai-Lotto/master/lotto.csv
2023-04-16,Sunday,4,984906,71,"670,678","797,551",https://raw.githubusercontent.com/heart/Data-Set-Thai-Lotto/master/lotto.csv
2023-05-02,Tuesday,5,843019,65,"500,780","269,187",https://raw.githubusercontent.com/heart/Data-Set-Thai-Lotto/master/lotto.csv
2023-05-16,Tuesday,5,132903,99,"739,678","693,731",https://raw.githubusercontent.com/heart/Data-Set-Thai-Lotto/master/lotto.csv
2023-06-01,Thursday,6,125272,09,"000,681","386,971",https://raw.githubusercontent.com/heart/Data-Set-Thai-Lotto/master/lotto.csv
2023-06-16,Friday,6,264872,30,"519,628","202,874",https://raw.githubusercontent.com/heart/Data-Set-Thai-Lotto/master/lotto.csv
2023-07-01,Saturday,7,922605,16,"281,867","491,947",https://raw.githubusercontent.com/heart/Data-Set-Thai-Lotto/master/lotto.csv
2023-07-16,Sunday,7,169530,62,"261,384","066,780",https://raw.githubusercontent.com/heart/Data-Set-Thai-Lotto/master/lotto.csv
2023-07-31,Monday,7,260453,11,"268,708","387,601",https://raw.githubusercontent.com/heart/Data-Set-Thai-Lotto/master/lotto.csv
2023-08-16,Wednesday,8,471782,67,"431,739","737,742",https://raw.githubusercontent.com/heart/Data-Set-Thai-Lotto/master/lotto.csv
2023-09-01,Friday,9,915478,91,"521,596","692,291",https://raw.githubusercontent.com/heart/Data-Set-Thai-Lotto/master/lotto.csv
2023-09-16,Saturday,9,320812,46,"037,699","057,344",https://raw.githubusercontent.com/heart/Data-Set-Thai-Lotto/master/lotto.csv
2023-10-01,Sunday,10,727202,66,"355,324","426,615",https://raw.githubusercontent.com/heart/Data-Set-Thai-Lotto/master/lotto.csv
2023-10-16,Monday,10,931446,44,"167,398","272,970",https://raw.githubusercontent.com/heart/Data-Set-Thai-Lotto/master/lotto.csv
2023-11-01,Wednesday,11,743951,63,"335,913","019,349",https://raw.githubusercontent.com/heart/Data-Set-Thai-Lotto/master/lotto.csv
2023-11-16,Thursday,11,557990,14,"346,412","778,961",https://raw.githubusercontent.com/heart/Data-Set-Thai-Lotto/master/lotto.csv
2023-12-01,Friday,12,251097,91,"055,265","092,280",https://raw.githubusercontent.com/heart/Data-Set-Thai-Lotto/master/lotto.csv
2023-12-16,Saturday,12,356757,85,"058,410","584,964",https://raw.githubusercontent.com/heart/Data-Set-Thai-Lotto/master/lotto.csv
2023-12-30,Saturday,12,625544,89,"600,648","882,456",https://raw.githubusercontent.com/heart/Data-Set-Thai-Lotto/master/lotto.csv
2024-01-17,Wednesday,1,105979,61,"429,931","196,635",https://raw.githubusercontent.com/heart/Data-Set-Thai-Lotto/master/lotto.csv
2024-02-01,Thursday,2,607063,09,"454,943","544,591",https://raw.githubusercontent.com/heart/Data-Set-Thai-Lotto/master/lotto.csv
2024-02-16,Friday,2,941395,43,"056,330","587,375",https://raw.githubusercontent.com/heart/Data-Set-Thai-Lotto/master/lotto.csv
2024-03-01,Friday,3,253603,79,"900,975","382,703",https://raw.githubusercontent.com/heart/Data-Set-Thai-Lotto/master/lotto.csv
2024-03-16,Saturday,3,997626,78,"571,509","794,329",https://raw.githubusercontent.com/heart/Data-Set-Thai-Lotto/master/lotto.csv
2024-04-01,Monday,4,803481,90,"122,809","559,947",https://raw.githubusercontent.com/heart/Data-Set-Thai-Lotto/master/lotto.csv
2024-04-16,Tuesday,4,943598,79,"729,727","154,200",https://raw.githubusercontent.com/heart/Data-Set-Thai-Lotto/master/lotto.csv
2024-05-02,Thursday,5,980116,17,"104,763","634,833",https://raw.githubusercontent.com/heart/Data-Set-Thai-Lotto/master/lotto.csv
2024-05-16,Thursday,5,205690,60,"885,747","137,070",https://raw.githubusercontent.com/heart/Data-Set-Thai-Lotto/master/lotto.csv
2024-06-01,Saturday,6,530593,42,"194,364","421,734",https://raw.githubusercontent.com/heart/Data-Set-Thai-Lotto/master/lotto.csv
2024-06-16,Sunday,6,518504,31,"016,428","426,447",https://raw.githubusercontent.com/heart/Data-Set-Thai-Lotto/master/lotto.csv
2024-07-01,Monday,7,434503,89,"839,975","647,778",https://raw.githubusercontent.com/heart/Data-Set-Thai-Lotto/master/lotto.csv
2024-07-16,Tuesday,7,367336,21,"011,331","421,618",https://raw.githubusercontent.com/heart/Data-Set-Thai-Lotto/master/lotto.csv
2024-08-01,Thursday,8,407041,46,"408,579","622,070",https://raw.githubusercontent.com/heart/Data-Set-Thai-Lotto/master/lotto.csv
2024-08-16,Friday,8,095867,28,"212,334","697,728",https://raw.githubusercontent.com/heart/Data-Set-Thai-Lotto/master/lotto.csv
2024-09-01,Sunday,9,199606,94,"173,220","094,388",https://raw.githubusercontent.com/heart/Data-Set-Thai-Lotto/master/lotto.csv
2024-09-16,Monday,9,608662,37,"230,904","008,408",https://raw.githubusercontent.com/heart/Data-Set-Thai-Lotto/master/lotto.csv
2024-10-01,Tuesday,10,718665,59,"053,812","079,566",https://raw.githubusercontent.com/heart/Data-Set-Thai-Lotto/master/lotto.csv
2024-10-16,Wednesday,10,482962,00,"561,648","493,919",https://raw.githubusercontent.com/heart/Data-Set-Thai-Lotto/master/lotto.csv
