Draw_Date,Day_of_Week,Month,Prize_1,Last_2,First_3,Last_3,Source_URL
2024-11-01,Friday,11,536044,32,"174,225","063,231",https://raw.githubusercontent.com/heart/Data-Set-Thai-Lotto/master/lotto.csv
2024-11-16,Saturday,11,187221,38,"036,923","980,547",https://raw.githubusercontent.com/heart/Data-Set-Thai-Lotto/master/lotto.csv
2024-12-01,Sunday,12,669843,61,"559,626","098,654",https://raw.githubusercontent.com/heart/Data-Set-Thai-Lotto/master/lotto.csv
2024-12-16,Monday,12,097863,21,"290,742","339,881",https://raw.githubusercontent.com/heart/Data-Set-Thai-Lotto/master/lotto.csv
2025-01-02,Thursday,1,730209,51,"446,065","376,297",Manual Search
2025-01-17,Friday,1,807779,23,"961,699","448,477",Manual Search
2025-02-01,Saturday,2,558700,51,"285,418","685,824",Manual Search
2025-02-16,Sunday,2,847377,50,"268,613","652,001",Manual Search
2025-03-01,Saturday,3,818894,54,"139,530","781,656",Manual Search
2025-03-16,Sunday,3,757563,32,"595,927","457,309",Manual Search
2025-04-01,Tuesday,4,669687,36,"635,760","180,666",Manual Search
2025-04-16,Wednesday,4,266227,85,"413,254","474,760",Manual Search
2025-05-02,Friday,5,213388,06,"826,116","167,662",Manual Search
2025-05-16,Friday,5,251309,87,"109,231","965,631",Manual Search
2025-06-01,Sunday,6,559352,20,"349,134","307,044",Manual Search
2025-06-16,Monday,6,507392,06,"243,017","299,736",Manual Search
2025-07-01,Tuesday,7,949246,91,"680,169","918,261",Manual Search
2025-07-16,Wednesday,7,245324,26,"995,171","084,336",Manual Search
2025-08-01,Friday,8,811852,50,"525,142","891,512",Manual Search
2025-08-16,Saturday,8,994865,63,"602,247","834,989",Manual Search
2025-09-01,Monday,9,506356,31,"131,012","022,209",Manual Search
2025-09-16,Tuesday,9,074646,58,"740,512","308,703",Manual Search
2025-10-01,Wednesday,10,876978,77,"843,532","280,605",Manual Search
2025-10-16,Thursday,10,059696,61,"955,531","889,476",Manual Search
2025-11-01,Saturday,11,345898,87,"449,328","111,690",Manual Search
2025-11-16,Sunday,11,458145,37,"602,242","389,239",Manual Search
2025-12-01,Monday,12,461252,22,"655,389","137,995",Manual Search
2025-12-16,Tuesday,12,763895,52,"431,176","014,449",Manual Search
2026-01-02,Friday,1,837706,16,"694,347","288,765",Manual Search
2026-01-17,Saturday,1,878972,02,"299,815","662,363",Manual Search
2026-02-01,Sunday,2,174629,48,"917,195","408,041",Manual Search
2026-02-16,Monday,2,340563,07,"527,241","578,169",Manual Search
2026-03-01,Sunday,3,820866,06,"479,054","068,837",Manual Search
2026-03-16,Monday,3,833009,64,"510,983","439,954",Manual Search
2026-04-01,Wednesday,4,292514,47,"406,113","851,098",Manual Search
2026-04-16,Thursday,4,309612,77,"355,108","868,424",Manual Search
2026-05-02,Saturday,5,536077,43,"267,318","065,153",Manual Search
